Date,Open,High,Low,Close,Adj Close,Volume
2022-01-04,0.999755,1.000731,0.998322,0.999099,0.999099,449020349
2022-01-05,0.999139,1.001021,0.998084,0.999930,0.999930,625153639
2022-01-06,0.999903,1.001194,0.998404,0.999461,0.999461,558399863
2022-01-07,0.999385,1.000946,0.997170,0.999558,0.999558,640830173
2022-01-08,0.999542,1.001380,0.998690,0.999675,0.999675,526473838
2022-01-09,0.999742,1.001456,0.998854,0.999714,0.999714,329184018
2022-01-10,0.999741,1.001479,0.998274,1.000316,1.000316,691978522
2022-01-11,1.000198,1.002713,0.998758,1.000297,1.000297,469385653
2022-01-12,1.000319,1.001905,0.999260,1.001124,1.001124,410906024
2022-01-13,1.001122,1.001591,0.997753,0.998932,0.998932,468175817
2022-01-14,0.998987,1.001070,0.998387,1.000070,1.000070,361537640
2022-01-15,1.000055,1.000885,0.998590,0.999393,0.999393,339498191
2022-01-16,0.999402,1.000854,0.998186,1.000283,1.000283,384353707
2022-01-17,1.000261,1.001074,0.998566,0.999888,0.999888,640642937
2022-01-18,0.999886,1.000890,0.998677,0.999744,0.999744,512219720
2022-01-19,0.999743,1.001316,0.998517,0.999598,0.999598,451758676
2022-01-20,0.999633,1.001607,0.998683,0.999678,0.999678,463356217
2022-01-21,0.999691,1.001667,0.997389,1.000291,1.000291,925128860
2022-01-22,1.000286,1.001761,0.998503,0.999951,0.999951,984517239
2022-01-23,0.999927,1.001827,0.998673,1.000553,1.000553,404965759
2022-01-24,1.000529,1.001975,0.998462,1.000685,1.000685,685793214
2022-01-25,1.000634,1.001451,0.999204,1.000375,1.000375,446117860
2022-01-26,1.000378,1.001016,0.998803,1.000789,1.000789,639636624
2022-01-27,1.000698,1.000914,0.998497,1.000389,1.000389,670508135
2022-01-28,1.000364,1.000900,0.998684,1.000286,1.000286,515009030
2022-01-29,1.000286,1.001249,0.999065,1.000015,1.000015,370944328
2022-01-30,1.000023,1.000698,0.998997,0.999814,0.999814,247227537
2022-01-31,0.999817,1.000887,0.998994,1.000170,1.000170,275013830
2022-02-01,1.000171,1.000774,0.999049,1.000217,1.000217,326302883
2022-02-02,1.000211,1.000789,0.998755,0.999836,0.999836,255058310
2022-02-03,0.999766,1.000858,0.998872,1.000262,1.000262,242035999
2022-02-04,1.000122,1.001341,0.999285,1.000371,1.000371,344473090
2022-02-05,1.000395,1.001041,0.998868,0.999460,0.999460,362682891
2022-02-06,0.999450,1.000971,0.999158,1.000620,1.000620,220317986
2022-02-07,1.000539,1.001015,0.999203,0.999929,0.999929,399544172
2022-02-08,0.999963,1.001467,0.998438,0.999626,0.999626,438450428
2022-02-09,0.999559,1.001050,0.999086,0.999854,0.999854,319686505
2022-02-10,0.999828,1.000772,0.998574,0.999063,0.999063,463814426
2022-02-11,0.999060,1.000388,0.998268,1.000140,1.000140,460902599
2022-02-12,1.000162,1.000672,0.998746,0.999920,0.999920,283322887
2022-02-13,0.999882,1.000502,0.998802,0.999373,0.999373,181115043
2022-02-14,0.999393,1.000614,0.998753,0.999734,0.999734,244726133
2022-02-15,0.999732,1.000944,0.999212,1.000105,1.000105,343475775
2022-02-16,1.000043,1.000726,0.999001,0.999148,0.999148,297282124
2022-02-17,0.999139,1.000230,0.998225,0.999069,0.999069,362312016
2022-02-18,0.999093,1.000219,0.998371,0.999494,0.999494,324032810
2022-02-19,0.999462,1.000496,0.998727,0.999749,0.999749,228115096
2022-02-20,0.999665,1.000627,0.997608,0.999366,0.999366,272269069
2022-02-21,0.999358,1.001053,0.998457,0.999251,0.999251,414712522
2022-02-22,0.999367,1.001020,0.998319,1.000130,1.000130,358833503
2022-02-23,1.000098,1.000735,0.998540,0.999463,0.999463,334297814
2022-02-24,0.999457,1.001049,0.997994,1.000246,1.000246,646259155
2022-02-25,1.000295,1.001334,0.998994,0.999653,0.999653,330433421
2022-02-26,0.999690,1.001430,0.999036,1.000192,1.000192,205336506
2022-02-27,1.000147,1.000819,0.998689,0.999489,0.999489,297392424
2022-02-28,0.999508,1.001888,0.998279,1.000300,1.000300,320023358
2022-03-01,1.000348,1.001358,0.999092,1.000062,1.000062,310792892
2022-03-02,1.000048,1.000562,0.998757,0.999636,0.999636,360146547
2022-03-03,0.999614,1.000364,0.998606,0.999828,0.999828,262044068
2022-03-04,0.999845,1.000497,0.998770,0.999719,0.999719,492135641
2022-03-05,0.999689,1.001189,0.999176,1.000046,1.000046,215266906
2022-03-06,1.000106,1.000687,0.999171,0.999439,0.999439,245003900
2022-03-07,0.999447,1.000929,0.998728,0.999825,0.999825,325045354
2022-03-08,0.999791,1.000848,0.999220,1.000307,1.000307,405679813
2022-03-09,1.000301,1.000737,0.999081,1.000205,1.000205,354527424
2022-03-10,1.000160,1.000629,0.999009,1.000141,1.000141,308786474
2022-03-11,1.000087,1.000564,0.998924,0.999464,0.999464,274468040
2022-03-12,0.999593,1.000764,0.999409,0.999806,0.999806,164118832
2022-03-13,0.999888,1.000843,0.999418,0.999497,0.999497,213792119
2022-03-14,0.999475,1.000946,0.999151,1.000674,1.000674,253031902
2022-03-15,1.000695,1.000695,0.999107,0.999577,0.999577,254726965
2022-03-16,0.999568,1.000533,0.999158,0.999796,0.999796,364647382
2022-03-17,0.999848,1.000706,0.999088,0.999600,0.999600,232900487
2022-03-18,0.999561,1.000720,0.999000,0.999838,0.999838,309448931
2022-03-19,0.999830,1.000615,0.999140,0.999618,0.999618,201985106
2022-03-20,0.999620,1.000012,0.998627,0.999260,0.999260,173571504
2022-03-21,0.999251,1.000367,0.998951,0.999001,0.999001,243480294
2022-03-22,0.998960,1.000155,0.998639,0.999035,0.999035,321105083
2022-03-23,0.999060,1.000158,0.998878,0.999834,0.999834,271683659
2022-03-24,0.999863,1.000130,0.998968,0.999556,0.999556,373781101
2022-03-25,0.999541,1.000273,0.998627,0.999242,0.999242,380890703
2022-03-26,0.999274,1.000382,0.998980,0.999933,0.999933,163693787
2022-03-27,0.999942,1.000429,0.999111,0.999970,0.999970,216729623
2022-03-28,1.000020,1.000476,0.998638,0.999213,0.999213,403366239
2022-03-29,0.999111,1.000311,0.998540,0.999763,0.999763,334849878
2022-03-30,0.999807,1.000555,0.998905,0.999636,0.999636,272743090
2022-03-31,0.999608,1.000508,0.998822,0.999833,0.999833,348162205
2022-04-01,0.999957,1.000432,0.998887,1.000303,1.000303,352409244
2022-04-02,1.000268,1.000969,0.998915,0.998993,0.998993,320610704
2022-04-03,0.998985,1.000507,0.998891,0.999479,0.999479,263583783
2022-04-04,0.999442,1.000566,0.998668,0.999941,0.999941,302604607
2022-04-05,0.999931,1.000559,0.998752,0.999107,0.999107,271525487
2022-04-06,0.999193,1.000437,0.998153,0.999493,0.999493,481073108
2022-04-07,0.999461,1.000737,0.998842,0.999690,0.999690,339021268
2022-04-08,0.999698,1.000488,0.998728,0.999388,0.999388,357805985
2022-04-09,0.999403,1.000564,0.999091,1.000359,1.000359,223273767
2022-04-10,1.000387,1.000583,0.999068,0.999440,0.999440,202691574
2022-04-11,0.999550,1.000328,0.998446,0.998874,0.998874,563601650
2022-04-12,0.998905,1.000690,0.998476,1.000235,1.000235,428688988
2022-04-13,1.000262,1.000887,0.998982,1.000170,1.000170,361594416
2022-04-14,1.000138,1.000545,0.999112,1.000093,1.000093,331738722
2022-04-15,1.000064,1.000235,0.998993,1.000002,1.000002,214728011
2022-04-16,0.999916,1.000299,0.999120,0.999700,0.999700,146727390
2022-04-17,0.999700,1.000176,0.999092,0.999740,0.999740,247459851
2022-04-18,0.999793,1.000624,0.999004,0.999881,0.999881,333304593
2022-04-19,0.999885,1.000603,0.999111,0.999912,0.999912,237194901
2022-04-20,0.999905,1.000345,0.998928,0.999646,0.999646,357570874
2022-04-21,0.999652,1.000497,0.998855,0.999611,0.999611,383068478
2022-04-22,0.999573,1.000381,0.998541,0.999769,0.999769,340845027
2022-04-23,0.999771,1.000174,0.998831,0.998903,0.998903,226268510
2022-04-24,0.998892,1.000027,0.998493,0.999387,0.999387,228465431
2022-04-25,0.999358,1.000721,0.998344,0.999883,0.999883,346319768
2022-04-26,0.999816,1.000600,0.998281,0.999971,0.999971,308326652
2022-04-27,0.999939,1.000496,0.998912,0.999791,0.999791,262354517
2022-04-28,0.999843,1.000579,0.998619,0.999669,0.999669,236966964
2022-04-29,0.999719,1.000280,0.998293,0.999829,0.999829,272088804
2022-04-30,0.999787,1.001207,0.998462,0.999616,0.999616,310963701
2022-05-01,0.999509,1.001250,0.998979,1.000405,1.000405,225580134
2022-05-02,1.000382,1.000721,0.998890,0.999271,0.999271,307365549
2022-05-03,0.999369,1.000538,0.998675,0.999963,0.999963,252428683
2022-05-04,1.000006,1.001240,0.998992,1.000207,1.000207,302316703
2022-05-05,1.000197,1.000649,0.998563,0.999752,0.999752,372013255
2022-05-06,0.999708,1.000451,0.998584,1.000062,1.000062,372626341
2022-05-07,1.000040,1.000499,0.998973,0.999531,0.999531,282790681
2022-05-08,0.999491,1.000602,0.998672,0.999565,0.999565,427840952
2022-05-09,0.999455,1.000743,0.996538,0.998339,0.998339,812403265
2022-05-10,0.998775,1.001390,0.998130,0.999920,0.999920,610204472
2022-05-11,0.999932,1.001654,0.994193,1.001274,1.001274,1562848826
2022-05-12,1.001294,1.013774,0.995682,1.001055,1.001055,2353300214
2022-05-13,1.001067,1.002960,0.998753,0.999711,0.999711,747662744
2022-05-14,0.999638,1.001938,0.998070,1.001532,1.001532,618809656
2022-05-15,1.001430,1.002287,0.999344,1.000813,1.000813,576951806
2022-05-16,1.000874,1.001291,0.998534,0.999707,0.999707,375983904
2022-05-17,0.999844,1.001796,0.998840,1.000615,1.000615,364028605
2022-05-18,1.000653,1.001462,0.998845,0.999041,0.999041,356783138
2022-05-19,0.999111,1.001878,0.998930,1.001178,1.001178,371528681
2022-05-20,1.001198,1.001849,0.999435,0.999959,0.999959,700516373
2022-05-21,0.999970,1.001454,0.999516,1.000745,1.000745,352284549
2022-05-22,1.000725,1.001875,0.999623,1.001013,1.001013,235185157
2022-05-23,1.000951,1.002171,0.999099,0.999797,0.999797,319550893
2022-05-24,0.999698,1.001649,0.998098,1.000771,1.000771,337378874
2022-05-25,1.000798,1.001374,0.999113,0.999617,0.999617,296301154
2022-05-26,0.999718,1.002036,0.998970,0.999687,0.999687,547527265
2022-05-27,0.999655,1.001946,0.998960,0.999491,0.999491,488196485
2022-05-28,1.000682,1.001576,0.999212,1.000566,1.000566,166333209
2022-05-29,1.000573,1.001589,0.999308,1.000716,1.000716,109935313
2022-05-30,1.000720,1.001677,0.999533,1.000299,1.000299,302207850
2022-05-31,1.000264,1.000984,0.999074,1.000303,1.000303,219285219
2022-06-01,1.000276,1.001358,0.998122,1.000381,1.000381,244829435
2022-06-02,1.000287,1.000876,0.999334,1.000056,1.000056,228326162
2022-06-03,1.000045,1.001003,0.999057,0.999866,0.999866,223756034
2022-06-04,0.999978,1.001069,0.999171,1.000344,1.000344,215464675
2022-06-05,1.000360,1.001182,0.999530,1.000063,1.000063,212058328
2022-06-06,1.000103,1.001251,0.999404,0.999873,0.999873,205129363
2022-06-07,0.999854,1.001010,0.998591,0.999936,0.999936,410824357
2022-06-08,0.999934,1.000842,0.999064,1.000040,1.000040,235966321
2022-06-09,0.999970,1.000944,0.999222,1.000200,1.000200,152817553
2022-06-10,0.999971,1.000887,0.998992,0.999379,0.999379,284257004
2022-06-11,0.999432,1.000988,0.998486,0.999764,0.999764,358366641
2022-06-12,0.999667,1.001649,0.998665,0.999897,0.999897,323237156
2022-06-13,0.999949,1.001577,0.998638,1.000766,1.000766,1140857352
2022-06-14,1.000775,1.001941,0.998948,1.000402,1.000402,795126976
2022-06-15,1.000364,1.002766,0.998752,1.000978,1.000978,802331869
2022-06-16,1.001003,1.001896,0.998755,1.000120,1.000120,432575571
2022-06-17,1.000127,1.001650,0.999440,1.000394,1.000394,395540828
2022-06-18,1.000337,1.001911,0.998447,1.001194,1.001194,707533310
2022-06-19,1.001163,1.001694,0.999067,1.000065,1.000065,530554452
2022-06-20,0.999995,1.001737,0.998707,1.000699,1.000699,383413556
2022-06-21,1.000745,1.001636,0.999045,0.999842,0.999842,348678972
2022-06-22,0.999889,1.001621,0.998294,0.999111,0.999111,303126637
2022-06-23,0.999090,1.001429,0.999070,1.000558,1.000558,353813415
2022-06-24,1.000491,1.001260,0.999037,1.000387,1.000387,376057529
2022-06-25,1.000459,1.001343,0.999250,1.000897,1.000897,244258444
2022-06-26,1.000811,1.001475,0.999151,0.999604,0.999604,212797554
2022-06-27,0.999661,1.001148,0.998986,0.999235,0.999235,257159960
2022-06-28,0.999234,1.001284,0.998896,0.999891,0.999891,349731783
2022-06-29,0.999874,1.001121,0.999463,1.000348,1.000348,295193646
2022-06-30,1.000359,1.001210,0.998971,1.000163,1.000163,314172508
2022-07-01,1.000229,1.001683,0.999037,0.999970,0.999970,345750428
2022-07-02,0.999898,1.001310,0.999137,1.000124,1.000124,192011906
2022-07-03,1.000149,1.001272,0.999352,1.000218,1.000218,154409747
2022-07-04,1.000181,1.001609,0.999342,1.000788,1.000788,210429655
2022-07-05,1.000712,1.001210,0.999056,0.999877,0.999877,266938937
2022-07-06,0.999916,1.001165,0.999354,1.000698,1.000698,204566870
2022-07-07,1.000578,1.001324,0.999689,1.000430,1.000430,219577906
2022-07-08,1.000416,1.001146,0.999042,0.999591,0.999591,235344156
2022-07-09,0.999616,1.001091,0.999182,0.999736,0.999736,100593392
2022-07-10,0.999737,1.000964,0.998793,0.999509,0.999509,192248392
2022-07-11,0.999468,1.000643,0.998772,0.999480,0.999480,174198910
2022-07-12,0.999402,1.000686,0.999008,0.999197,0.999197,250250419
2022-07-13,0.999181,1.001052,0.999124,1.000994,1.000994,231685293
2022-07-14,1.001043,1.001328,0.999176,0.999790,0.999790,227537576
2022-07-15,0.999726,1.000797,0.999121,0.999974,0.999974,266025714
2022-07-16,0.999894,1.001117,0.998898,0.999960,0.999960,241898537
2022-07-17,1.000033,1.000821,0.998979,0.999343,0.999343,178979231
2022-07-18,0.999372,1.001120,0.998726,1.000577,1.000577,362780858
2022-07-19,1.000382,1.000647,0.998678,1.000123,1.000123,347056310
2022-07-20,1.000031,1.000989,0.998252,0.999148,0.999148,330520651
2022-07-21,0.999185,1.000983,0.998410,0.999996,0.999996,286728850
2022-07-22,1.000002,1.000681,0.998785,0.999949,0.999949,362678509
2022-07-23,0.999904,1.000556,0.999006,1.000155,1.000155,229236895
2022-07-24,1.000117,1.001025,0.999222,0.999787,0.999787,310366101
2022-07-25,0.999794,1.000488,0.998899,0.999345,0.999345,641836216
2022-07-26,0.999348,1.000613,0.998674,1.000570,1.000570,1163955322
2022-07-27,1.000554,1.001619,0.998983,0.999962,0.999962,1297278197
2022-07-28,1.000058,1.001013,0.998785,0.999021,0.999021,837627434
2022-07-29,0.999057,1.000800,0.998410,0.999120,0.999120,714579988
2022-07-30,0.999155,1.000617,0.998604,0.999369,0.999369,432587887
2022-07-31,0.999393,1.000450,0.998770,0.999101,0.999101,1194796256
2022-08-01,0.999178,1.000536,0.998845,1.000067,1.000067,911812753
2022-08-02,1.000080,1.000950,0.998317,0.999674,0.999674,859044159
2022-08-03,0.999493,1.000676,0.998805,0.999664,0.999664,434720819
2022-08-04,0.999618,1.000698,0.998539,1.000171,1.000171,668659241
2022-08-05,1.000096,1.000900,0.999014,1.000418,1.000418,606833837
2022-08-06,1.000467,1.000467,0.999025,0.999405,0.999405,565543035
2022-08-07,0.999519,1.000415,0.998845,0.999115,0.999115,367218176
2022-08-08,0.999054,1.000755,0.998963,0.999726,0.999726,2949207693
2022-08-09,0.999791,1.001056,0.998511,1.000371,1.000371,1189051176
2022-08-10,1.000357,1.001610,0.998823,1.000272,1.000272,692875982
2022-08-11,1.000305,1.000639,0.998443,0.999554,0.999554,871537555
2022-08-12,0.999523,1.000422,0.998439,0.999746,0.999746,658030751
2022-08-13,0.999798,1.000327,0.998633,0.999610,0.999610,390781938
2022-08-14,0.999637,1.000431,0.998078,0.999426,0.999426,356843514
2022-08-15,0.999485,1.001202,0.997925,0.999564,0.999564,637063804
2022-08-16,0.999519,1.000347,0.998086,0.999846,0.999846,522823197
2022-08-17,0.999841,1.000944,0.996917,0.999447,0.999447,575993160
2022-08-18,0.999530,1.000647,0.998497,0.998660,0.998660,333647252
2022-08-19,0.998534,1.000764,0.997699,0.998929,0.998929,808502472
2022-08-20,0.998936,1.001049,0.996967,1.000619,1.000619,504655674
2022-08-21,1.000593,1.001217,0.998664,0.999731,0.999731,428157936
2022-08-22,0.999889,1.001377,0.997667,1.000294,1.000294,490923610
2022-08-23,1.000364,1.001247,0.998638,0.999896,0.999896,475977728
2022-08-24,0.999874,1.000795,0.998690,0.999498,0.999498,415089299
2022-08-25,0.999500,1.001022,0.999090,1.000224,1.000224,298166577
2022-08-26,1.000266,1.001133,0.998028,0.999350,0.999350,562172158
2022-08-27,0.999481,1.000798,0.997376,1.000157,1.000157,457308374
2022-08-28,1.000122,1.000741,0.997604,0.998702,0.998702,335101094
2022-08-29,0.998769,1.001084,0.998756,0.999918,0.999918,628135412
2022-08-30,0.999949,1.000972,0.997430,0.999091,0.999091,648814217
2022-08-31,0.999207,1.000818,0.997774,0.999640,0.999640,593523153
2022-09-01,0.999681,1.000990,0.997113,0.999817,0.999817,370715815
2022-09-02,0.999767,1.001087,0.998124,1.000191,1.000191,477487274
2022-09-03,1.000143,1.000475,0.998333,1.000229,1.000229,299368935
2022-09-04,1.000216,1.000765,0.999122,1.000270,1.000270,531272775
2022-09-05,1.000278,1.001531,0.999046,1.000184,1.000184,519136614
2022-09-06,1.000159,1.001045,0.997749,0.998561,0.998561,573741432
2022-09-07,0.998560,1.000745,0.998548,1.000292,1.000292,504995803
2022-09-08,1.000237,1.000840,0.998645,1.000103,1.000103,391020932
2022-09-09,1.000101,1.001019,0.999042,0.999987,0.999987,467189159
2022-09-10,1.000113,1.000506,0.999034,0.999716,0.999716,345615261
2022-09-11,0.999825,1.000541,0.998448,1.000197,1.000197,340002365
2022-09-12,1.000274,1.000557,0.997372,0.999759,0.999759,469114833
2022-09-13,0.999834,1.000297,0.996593,0.999750,0.999750,851331148
2022-09-14,0.998508,1.000537,0.998172,1.000117,1.000117,698410149
2022-09-15,1.000026,1.000665,0.998235,0.999694,0.999694,694549244
2022-09-16,0.999802,1.000649,0.998466,1.000118,1.000118,442803639
2022-09-17,1.000207,1.000717,0.998957,1.000157,1.000157,190998907
2022-09-18,1.000096,1.000362,0.998625,0.999366,0.999366,371262485
2022-09-19,0.999222,1.000855,0.998036,0.999347,0.999347,489419433
2022-09-20,0.999222,1.000898,0.998629,0.999452,0.999452,351287177
2022-09-21,0.999546,1.001455,0.997876,1.000049,1.000049,487158988
2022-09-22,1.000158,1.001158,0.998623,0.999686,0.999686,375568902
2022-09-23,0.999493,1.001917,0.998954,1.000125,1.000125,296511850
2022-09-24,1.000181,1.000821,0.998625,0.999554,0.999554,245662524
2022-09-25,0.999514,1.000488,0.998470,0.999827,0.999827,195805495
2022-09-26,0.999754,1.000702,0.998655,0.999868,0.999868,323786887
2022-09-27,1.000270,1.001523,0.997434,0.999813,0.999813,349742476
2022-09-28,0.999639,1.000999,0.998169,0.999388,0.999388,407290083
2022-09-29,0.999469,1.001078,0.998423,1.000085,1.000085,424383311
2022-09-30,0.999889,1.000783,0.998416,0.999818,0.999818,486324490
2022-10-01,0.999883,1.000191,0.998952,0.999468,0.999468,359043007
2022-10-02,0.999475,1.000337,0.998622,0.999649,0.999649,244075699
2022-10-03,0.999789,1.000981,0.999021,1.000060,1.000060,501442923
2022-10-04,1.000006,1.001359,0.999167,0.999885,0.999885,327088391
2022-10-05,0.999811,1.000629,0.998950,0.999667,0.999667,275309290
2022-10-06,0.999762,1.000772,0.998870,0.999502,0.999502,389948694
2022-10-07,0.999579,1.000199,0.998394,0.999627,0.999627,329802095
2022-10-08,0.999703,1.000229,0.998845,0.999763,0.999763,164222590
2022-10-09,0.999911,1.000236,0.999096,0.999886,0.999886,183634481
2022-10-10,0.999880,1.000513,0.998571,0.999256,0.999256,240484178
2022-10-11,0.999239,1.000325,0.998652,0.999690,0.999690,357029174
2022-10-12,0.999690,1.000296,0.999226,0.999299,0.999299,234673316
2022-10-13,0.999245,1.001039,0.998376,0.999643,0.999643,595469371
2022-10-14,0.999657,1.001533,0.998722,1.000116,1.000116,450740086
2022-10-15,1.000126,1.000496,0.999083,0.999667,0.999667,148295990
2022-10-16,0.999616,1.000628,0.999216,0.999806,0.999806,177002768
2022-10-17,0.999805,1.000652,0.999086,0.999559,0.999559,312685002
2022-10-18,0.999564,1.000645,0.998937,0.999678,0.999678,238858212
2022-10-19,0.999792,1.000492,0.998783,1.000107,1.000107,213774999
2022-10-20,0.999778,1.000578,0.998789,0.999749,0.999749,198971785
2022-10-21,0.999691,1.001211,0.998711,0.999916,0.999916,254454491
2022-10-22,0.999948,1.000605,0.999139,0.999924,0.999924,202638326
2022-10-23,0.999931,1.001060,0.998971,1.000171,1.000171,169650072
2022-10-24,1.000359,1.000831,0.998587,0.999743,0.999743,268269167
2022-10-25,0.999705,1.001919,0.998374,0.999954,0.999954,346286705
2022-10-26,0.999809,1.001029,0.998938,0.999775,0.999775,356099703
2022-10-27,0.999735,1.000848,0.998507,0.999720,0.999720,338567790
2022-10-28,0.999722,1.000945,0.998736,1.000306,1.000306,390558637
2022-10-29,1.000301,1.000965,0.999076,1.000242,1.000242,291041158
2022-10-30,1.000248,1.000416,0.998853,1.000041,1.000041,225886754
2022-10-31,1.000039,1.000605,0.998330,0.999880,0.999880,332471867
2022-11-01,0.999906,1.000643,0.998952,0.999997,0.999997,210187761
2022-11-02,0.999958,1.001327,0.998580,1.000011,1.000011,296103759
2022-11-03,1.000037,1.000901,0.998826,1.000210,1.000210,244208655
2022-11-04,1.000163,1.001346,0.998512,0.999770,0.999770,343112607
2022-11-05,0.999687,1.000639,0.998905,1.000093,1.000093,205028353
2022-11-06,0.999963,1.000669,0.998727,0.999225,0.999225,246946435
2022-11-07,0.999480,1.000810,0.998920,1.000321,1.000321,308445099
2022-11-08,1.000315,1.002661,0.990450,0.999618,0.999618,651016874
2022-11-09,0.999588,1.002332,0.994124,1.000245,1.000245,944322299
2022-11-10,1.000306,1.007893,0.999143,1.002258,1.002258,1042229927
2022-11-11,1.002089,1.003134,0.998487,1.001553,1.001553,484693123
2022-11-12,1.001268,1.002106,0.999110,1.000805,1.000805,289150844
2022-11-13,1.000955,1.001809,0.998898,1.001075,1.001075,293433918
2022-11-14,1.000870,1.003029,0.998337,1.000858,1.000858,430197100
2022-11-15,1.000910,1.002144,0.998882,1.001101,1.001101,337587740
2022-11-16,1.001276,1.001372,0.998764,1.000489,1.000489,407188046
2022-11-17,1.000445,1.001027,0.999126,1.000255,1.000255,301456417
2022-11-18,1.000266,1.001405,0.999115,1.000417,1.000417,205430700
2022-11-19,1.000324,1.001244,0.999666,1.000480,1.000480,206563619
2022-11-20,1.000483,1.001082,0.998790,1.000297,1.000297,303883492
2022-11-21,1.000320,1.001171,0.998621,1.000218,1.000218,392166608
2022-11-22,1.000136,1.001981,0.998979,1.000634,1.000634,347957514
2022-11-23,1.000608,1.001653,0.999347,1.000359,1.000359,329177661
2022-11-24,1.000486,1.001710,0.998988,1.000337,1.000337,371982558
2022-11-25,1.000292,1.001008,0.999091,1.000112,1.000112,234311698
2022-11-26,1.000089,1.001523,0.999356,0.999894,0.999894,182151995
2022-11-27,0.999854,1.000709,0.999057,0.999456,0.999456,144665197
2022-11-28,0.999427,1.001390,0.998039,0.999790,0.999790,243745243
2022-11-29,0.999797,1.001227,0.999213,0.999678,0.999678,238719727
2022-11-30,0.999691,1.001958,0.998983,0.999475,0.999475,332356663
2022-12-01,0.999507,1.000587,0.999134,0.999541,0.999541,226324772
2022-12-02,0.999729,1.000612,0.998374,1.000066,1.000066,222732543
2022-12-03,1.000038,1.000284,0.998843,0.999576,0.999576,139770008
2022-12-04,0.999432,1.000696,0.999222,1.000020,1.000020,170679905
2022-12-05,1.000216,1.001050,0.998441,0.999904,0.999904,182489661
2022-12-06,0.999870,1.000467,0.998841,0.999933,0.999933,175776988
2022-12-07,0.999919,1.000203,0.997635,0.999657,0.999657,222671626
2022-12-08,0.999680,1.000772,0.999207,0.999952,0.999952,157412755
2022-12-09,0.999923,1.000573,0.999065,0.999582,0.999582,107706939
2022-12-10,0.999571,1.000399,0.999335,1.000104,1.000104,108331350
2022-12-11,1.000079,1.000299,0.998995,0.999715,0.999715,158492142
2022-12-12,0.999665,1.000382,0.998966,1.000268,1.000268,169832003
2022-12-13,1.000274,1.000976,0.998723,0.999935,0.999935,298758727
2022-12-14,1.000042,1.000757,0.997827,0.999574,0.999574,193379597
2022-12-15,0.999617,1.000496,0.998314,0.999610,0.999610,158706652
2022-12-16,0.999605,1.000600,0.996933,0.999390,0.999390,247988761
2022-12-17,0.999429,1.000626,0.998545,0.999956,0.999956,122294487
2022-12-18,0.999952,1.000767,0.998934,0.998989,0.998989,95842181
2022-12-19,0.999011,1.000331,0.997715,0.999366,0.999366,129481276
2022-12-20,0.999387,1.000866,0.998860,0.999706,0.999706,187023130
2022-12-21,0.999710,1.000373,0.998925,0.999947,0.999947,133832993
2022-12-22,1.000042,1.000976,0.998588,1.000113,1.000113,152012406
2022-12-23,1.000012,1.000772,0.999060,0.999601,0.999601,139831984
2022-12-24,0.999504,1.000374,0.999184,0.999958,0.999958,64047841
2022-12-25,0.999963,1.000673,0.998936,1.000043,1.000043,98590278
2022-12-26,1.000287,1.000468,0.999143,0.999932,0.999932,110598029
2022-12-27,0.999960,1.000533,0.998946,0.999729,0.999729,174726661
2022-12-28,0.999586,1.000662,0.998696,1.000032,1.000032,292751778
2022-12-29,0.999986,1.000840,0.998589,1.000184,1.000184,157105170
2022-12-30,1.000167,1.000398,0.998787,0.999976,0.999976,125610960
2022-12-31,1.000126,1.000324,0.999256,0.999767,0.999767,93732789
2023-01-01,0.999792,1.000437,0.999100,0.999790,0.999790,86042718
2023-01-02,0.999788,1.000782,0.999172,0.999540,0.999540,88933627
2023-01-03,0.999559,1.000439,0.999194,0.999835,0.999835,96981607
2023-01-04,0.999860,1.001500,0.999002,1.000068,1.000068,150251337
2023-01-05,0.999959,1.000430,0.999011,0.999522,0.999522,241104464
2023-01-06,0.999393,1.000351,0.999044,0.999679,0.999679,114002789
2023-01-07,0.999777,1.000368,0.999280,0.999991,0.999991,83731352
2023-01-08,0.999945,1.000653,0.999063,1.000377,1.000377,135351853
2023-01-09,1.000078,1.001060,0.998666,0.999900,0.999900,212742350
2023-01-10,0.999881,1.000518,0.998835,0.999722,0.999722,102779603
2023-01-11,0.999720,1.001595,0.998837,1.000547,1.000547,145477438
2023-01-12,1.000828,1.001835,0.998326,1.000060,1.000060,227025448
2023-01-13,1.000059,1.002247,0.998742,1.000745,1.000745,207193306
2023-01-14,1.000791,1.002736,0.997387,0.999999,0.999999,242355186
2023-01-15,0.999930,1.000971,0.998705,0.999691,0.999691,163757043
2023-01-16,0.999612,1.001137,0.998320,0.999384,0.999384,184864608
2023-01-17,0.999403,1.000888,0.998821,0.999636,0.999636,202312236
2023-01-18,0.999456,1.001635,0.997423,0.999428,0.999428,266370152
2023-01-19,0.999453,1.000703,0.999107,1.000203,1.000203,148851814
2023-01-20,1.000311,1.002698,0.999032,1.000152,1.000152,183160495
2023-01-21,1.000302,1.000758,0.998106,0.999194,0.999194,206143731
2023-01-22,0.999366,1.000905,0.998560,0.999700,0.999700,155664503
2023-01-23,0.999533,1.000738,0.997262,0.999939,0.999939,206452964
2023-01-24,0.999731,1.000780,0.997593,0.999482,0.999482,171485520
2023-01-25,0.999482,1.001825,0.997895,0.999878,0.999878,215336569
